id,product_id,size,color,stock_qty
bc35aa90-2386-4f18-988b-a579cdb3ea97,d39c413c-2e0e-418a-a103-e4a7ca75fe39,S,,100
4a5fbe07-2966-4b2a-a4fd-8d7bd3477e1d,d39c413c-2e0e-418a-a103-e4a7ca75fe39,M,,100
c6ccaa77-880e-457a-b683-a1d27bc90ddc,d39c413c-2e0e-418a-a103-e4a7ca75fe39,L,,100
3435e92e-417b-412e-8f5c-0821d285041d,d39c413c-2e0e-418a-a103-e4a7ca75fe39,XL,,100
49aa3d2e-cbf0-450f-8542-c38299d91d94,d39c413c-2e0e-418a-a103-e4a7ca75fe39,XXL,,100
8008a473-4186-4de2-bfe5-93506a86924f,512d4ef0-9a37-4019-9429-ab21b630e624,S,,100
673b7fc0-6708-41f1-bddb-5e318a68e118,512d4ef0-9a37-4019-9429-ab21b630e624,M,,100
bf09ba35-a0a9-4e61-a3a0-5587d9079dd5,512d4ef0-9a37-4019-9429-ab21b630e624,L,,100
16116530-bd70-41c3-babb-acb936b579d8,512d4ef0-9a37-4019-9429-ab21b630e624,XL,,100
dfb667a0-37a3-4fbd-9075-902915ca93ad,512d4ef0-9a37-4019-9429-ab21b630e624,XXL,,100
c5db9279-fa6c-4924-afa8-c0be4a951eed,c22676b5-91b5-44ea-8fdd-2b9c93ec66b0,S,,100
2d5ab1cd-1524-4abb-bf3b-55b29cb901ef,c22676b5-91b5-44ea-8fdd-2b9c93ec66b0,M,,100
9eb462c5-1cc1-48ae-aa2a-11b17ed76db0,c22676b5-91b5-44ea-8fdd-2b9c93ec66b0,L,,100
61f3c94a-fa9e-46f7-86e9-e5847a4cb363,c22676b5-91b5-44ea-8fdd-2b9c93ec66b0,XL,,100
32a03d2d-c1f1-483a-91ec-1e6e5e620a8f,c22676b5-91b5-44ea-8fdd-2b9c93ec66b0,XXL,,100
e803237a-72c9-4473-951b-db522d1b028a,4eb89eb3-6455-4843-a2ac-21f29c8e508e,S,,100
f417e880-530b-44f9-800c-bafe5ca34ab4,4eb89eb3-6455-4843-a2ac-21f29c8e508e,M,,100
b9dce1b9-1fbc-419c-a27c-da9bf163b5a1,4eb89eb3-6455-4843-a2ac-21f29c8e508e,L,,100
19ef431d-b422-4fff-b80d-2ffa5f17f8b7,4eb89eb3-6455-4843-a2ac-21f29c8e508e,XL,,100
bb24baa2-8a86-4ab6-9dc7-e031425ae6e5,4eb89eb3-6455-4843-a2ac-21f29c8e508e,XXL,,100
46afe8e8-d597-4d10-a897-aa685bb1cd4d,3469952c-37d4-4fdf-980b-632512949d7d,S,,100
775af995-1b39-474a-930d-69db39bc60bf,3469952c-37d4-4fdf-980b-632512949d7d,M,,100
a20da7e0-98e1-460d-9dc1-b61185da6382,3469952c-37d4-4fdf-980b-632512949d7d,L,,100
7c65ca4b-054f-4f0b-9bfa-947f56215308,3469952c-37d4-4fdf-980b-632512949d7d,XL,,100
6e8f5b3b-aacd-4205-bfdb-334b254ddf62,3469952c-37d4-4fdf-980b-632512949d7d,XXL,,100
842cda7f-e13b-4f92-a906-fbf69bef3077,a35361a4-54a3-4dcc-87d5-73bf36c5ae9d,S,,100
65b60133-9a20-4cbb-9311-d495e7793727,a35361a4-54a3-4dcc-87d5-73bf36c5ae9d,M,,100
2201edb2-116c-4ecb-9180-702b37837d69,a35361a4-54a3-4dcc-87d5-73bf36c5ae9d,L,,100
be48e95e-882b-4f46-a357-a929e665a694,a35361a4-54a3-4dcc-87d5-73bf36c5ae9d,XL,,100
546e2f72-42c5-450b-a410-a6890044482e,a35361a4-54a3-4dcc-87d5-73bf36c5ae9d,XXL,,100
c2a7075b-e121-4dfa-9da2-872c2e5c05e6,57bbf383-4dfd-4beb-a536-7e4d80b9ea48,S,,100
10178734-c2e0-4747-9120-6a295f66703e,57bbf383-4dfd-4beb-a536-7e4d80b9ea48,M,,100
a1a7fb94-c295-4de5-acc3-33575dd51d98,57bbf383-4dfd-4beb-a536-7e4d80b9ea48,L,,100
0994056b-afb9-4f8b-bdd8-3d2e1ae7c1e4,57bbf383-4dfd-4beb-a536-7e4d80b9ea48,XL,,100
91049512-b9e0-41b8-b023-330d4b9da204,57bbf383-4dfd-4beb-a536-7e4d80b9ea48,XXL,,100
2dc3a3ba-e012-440c-ba96-086afa66e23a,cb275774-dffd-400f-b878-472c64ebdfbf,S,,100
08523c5d-23f9-4295-8c0a-b341ab33d3ee,cb275774-dffd-400f-b878-472c64ebdfbf,M,,100
9105272c-3c10-4723-ba8d-78dcce620396,cb275774-dffd-400f-b878-472c64ebdfbf,L,,100
0c513ac5-2466-48f0-b671-5ce1c5869f7e,cb275774-dffd-400f-b878-472c64ebdfbf,XL,,100
34794969-d8c4-4c39-b7ea-aaa167304edd,cb275774-dffd-400f-b878-472c64ebdfbf,XXL,,100
6129725e-b89f-45f4-b660-29e9136ff0be,285fa0b2-101c-4171-80bb-0b90f16f8f8f,S,,100
c202871a-daaf-4324-8803-d9d60ce2b513,285fa0b2-101c-4171-80bb-0b90f16f8f8f,M,,100
027ed23d-489c-4bfb-8d1e-877f01519adb,285fa0b2-101c-4171-80bb-0b90f16f8f8f,L,,100
0981818f-1b9a-4eae-b24c-ae986d05133a,285fa0b2-101c-4171-80bb-0b90f16f8f8f,XL,,100
96279f5e-c72e-4b64-8385-c7a904a6b1e1,285fa0b2-101c-4171-80bb-0b90f16f8f8f,XXL,,100
63292cc1-7182-4ac9-9736-36520a7aa529,140ea701-eed3-45a3-870f-b5087e4e450a,S,,100
627f0f04-e073-437e-9f05-926227d707c6,140ea701-eed3-45a3-870f-b5087e4e450a,M,,100
e20b693a-cc98-4625-a8f9-b6de64aa36b0,140ea701-eed3-45a3-870f-b5087e4e450a,L,,100
f72a705e-f171-41b6-8ac5-fa721e234aff,140ea701-eed3-45a3-870f-b5087e4e450a,XL,,100
f8f1fdbd-103b-4da8-bb6c-ebc2c9b6798b,140ea701-eed3-45a3-870f-b5087e4e450a,XXL,,100
6e9939df-ef84-4c23-8167-2ad288b8a186,196d54b4-d8d5-469f-b8b5-776b6e09cc68,S,,100
1a1119a6-61a9-41c6-93e3-f7d5e352adfb,196d54b4-d8d5-469f-b8b5-776b6e09cc68,M,,100
2553610a-adfe-4edf-a4f6-390ae5397f8d,196d54b4-d8d5-469f-b8b5-776b6e09cc68,L,,100
da5b2abd-876e-47e6-8259-8fcb1d3e1703,196d54b4-d8d5-469f-b8b5-776b6e09cc68,XL,,100
4ab8a24a-d549-4913-9b2c-8831ae52e3e2,196d54b4-d8d5-469f-b8b5-776b6e09cc68,XXL,,100
d7007afb-081c-46c4-bfc9-35beaaaa5200,202d9b3a-b7b0-446d-a77f-4d3a596fad7e,S,,100
2b42a6a1-150e-4f08-b7af-f334184b9c79,202d9b3a-b7b0-446d-a77f-4d3a596fad7e,M,,100
89398632-6498-4927-9123-0381134d3d65,202d9b3a-b7b0-446d-a77f-4d3a596fad7e,L,,100
e9db8a6a-e5c5-404c-9440-70fe9cfcb007,202d9b3a-b7b0-446d-a77f-4d3a596fad7e,XL,,100
3be55bca-d7b8-4ca6-9fef-e26c7ff318e4,202d9b3a-b7b0-446d-a77f-4d3a596fad7e,XXL,,100
52ab933c-97c2-4eaf-94d5-5984e1ff8d83,1cd2c9c7-6b61-41c0-bfdc-8850287b91f8,S,,100
18015702-6ac4-4db0-9743-5039e2b92712,1cd2c9c7-6b61-41c0-bfdc-8850287b91f8,M,,100
01150d11-dd30-4034-a510-a5c7ae5b7834,1cd2c9c7-6b61-41c0-bfdc-8850287b91f8,L,,100
2f2154d7-2754-4374-9b47-797719e47d17,1cd2c9c7-6b61-41c0-bfdc-8850287b91f8,XL,,100
cf12c25c-c36b-4f56-b1de-ad925893c248,1cd2c9c7-6b61-41c0-bfdc-8850287b91f8,XXL,,100
5cf001b1-69b0-48d4-9a45-bb3992ed6660,aaa89f98-ca2f-453c-9c97-50724ee060bb,S,,100
c70d450d-982f-4285-ae54-564fd2370a89,aaa89f98-ca2f-453c-9c97-50724ee060bb,M,,100
5957f493-e6b8-43bf-a447-0659fb252e93,aaa89f98-ca2f-453c-9c97-50724ee060bb,L,,100
03adbc0f-efbd-4f3f-a246-62dbc8551968,aaa89f98-ca2f-453c-9c97-50724ee060bb,XL,,100
dbc75b88-264a-4311-89a5-3cf6be75ee2d,aaa89f98-ca2f-453c-9c97-50724ee060bb,XXL,,100
98c0e22d-059d-4fa7-9be1-160bdbaa34c4,a56fbd1b-8eb7-468c-8732-33110c7cff77,S,,100
faba2575-2ff5-4f71-99f7-3a0fa4ad8c34,a56fbd1b-8eb7-468c-8732-33110c7cff77,M,,100
d555de65-c3fa-433f-ae61-ec276636cbbd,a56fbd1b-8eb7-468c-8732-33110c7cff77,L,,100
393352ea-8290-4e0f-ae1b-35b774dd2046,a56fbd1b-8eb7-468c-8732-33110c7cff77,XL,,100
6cfd2dec-fb62-4587-9e2c-bb1e0cccf1a0,a56fbd1b-8eb7-468c-8732-33110c7cff77,XXL,,100
4c1d2696-7671-4955-891e-f51c77e84d9d,b4d2b1f1-3c99-45fe-964a-7c89ed7508be,S,,100
078ecf01-fa44-41a5-8ed6-3366bc6ac4e1,b4d2b1f1-3c99-45fe-964a-7c89ed7508be,M,,100
f987e775-a260-401c-bd98-82708a041e1e,b4d2b1f1-3c99-45fe-964a-7c89ed7508be,L,,100
b7443f7e-4dbf-49a5-893b-47dd6eb6d157,b4d2b1f1-3c99-45fe-964a-7c89ed7508be,XL,,100
0d1ac39d-eb36-4f06-a298-d18c3bfedc3e,b4d2b1f1-3c99-45fe-964a-7c89ed7508be,XXL,,100
9b779ab0-fd59-4b2a-9b54-f3bf88a5daed,ca0b79ff-16c9-458f-82a7-d8f3c2e227c4,S,,100
ce0915d8-bf40-422a-8784-8991315408c5,ca0b79ff-16c9-458f-82a7-d8f3c2e227c4,M,,100
a2482b74-38d3-4f76-abc8-da0e016e6680,ca0b79ff-16c9-458f-82a7-d8f3c2e227c4,L,,100
f2f6918f-8599-4a86-81eb-f95a5e789f36,ca0b79ff-16c9-458f-82a7-d8f3c2e227c4,XL,,100
966e6679-d7f4-4d11-a739-8da5159eae4f,ca0b79ff-16c9-458f-82a7-d8f3c2e227c4,XXL,,100
822361dc-523b-49e8-9dc1-9a061ad69068,01d9ba6a-b7db-4abe-b1a8-5878e3f3802c,S,,100
880f814b-f73e-4335-a957-7ffc9227b58a,01d9ba6a-b7db-4abe-b1a8-5878e3f3802c,M,,100
cd9e0921-c5f3-453a-a356-19caea97c15e,01d9ba6a-b7db-4abe-b1a8-5878e3f3802c,L,,100
0f4eeb01-250f-4b52-8d47-02accdfa84f2,01d9ba6a-b7db-4abe-b1a8-5878e3f3802c,XL,,100
55fa511b-52f3-42b4-bc87-c1764c336fca,01d9ba6a-b7db-4abe-b1a8-5878e3f3802c,XXL,,100
e4df7540-4fb6-45d6-9230-8a78820d6507,f01c8b23-cef6-45bb-bc16-3259228c5890,S,,100
acfa4e85-52d7-4ea5-8c84-a145cd4eedf5,f01c8b23-cef6-45bb-bc16-3259228c5890,M,,100
9ad4dbfd-799a-4b3e-a96d-b63893a4f94f,f01c8b23-cef6-45bb-bc16-3259228c5890,L,,100
290347eb-e644-4c33-ae16-9a0e6d1392ac,f01c8b23-cef6-45bb-bc16-3259228c5890,XL,,100
64fb209c-d31b-49e2-b71a-50d9bea4c1b0,f01c8b23-cef6-45bb-bc16-3259228c5890,XXL,,100
e36555a0-6779-4d17-b2b0-b066af1e84ce,4acf8c45-4735-48aa-89bb-32cd908ad6d9,S,,100
f19e421e-9a31-4994-ad15-864d1054145b,4acf8c45-4735-48aa-89bb-32cd908ad6d9,M,,100
5565c376-134f-4981-8cd7-bfe488f20993,4acf8c45-4735-48aa-89bb-32cd908ad6d9,L,,100
c57f2746-5500-48d4-b4cb-5c4d75dbc59b,4acf8c45-4735-48aa-89bb-32cd908ad6d9,XL,,100
cb7180a8-6c10-4a65-b373-28ec109cd67a,4acf8c45-4735-48aa-89bb-32cd908ad6d9,XXL,,100
f6ac9219-877e-4a24-99f2-1ce354325b4f,1b8d1a3e-a4d2-4c0a-aa1d-f16c8033dce7,S,,100
a92ff0d6-3013-41e3-ab4c-e18029c6f0f5,1b8d1a3e-a4d2-4c0a-aa1d-f16c8033dce7,M,,100
2a4cb80d-8900-486b-8d75-98174c7a7797,1b8d1a3e-a4d2-4c0a-aa1d-f16c8033dce7,L,,100
179af204-64a6-405d-9044-805e5f609a34,1b8d1a3e-a4d2-4c0a-aa1d-f16c8033dce7,XL,,100
54ad3c97-8856-47c2-b286-f5ede5ac2a4b,1b8d1a3e-a4d2-4c0a-aa1d-f16c8033dce7,XXL,,100
c83e2e88-7730-4000-996f-30e41f767647,c92c86dc-b3ca-4c71-93c8-85f65b22cf0a,S,,100
500f5aab-31b1-4404-b3c3-caa7d55c2ec0,c92c86dc-b3ca-4c71-93c8-85f65b22cf0a,M,,100
6b44733d-eb30-448c-8da6-2f968fd4e297,c92c86dc-b3ca-4c71-93c8-85f65b22cf0a,L,,100
1fcbb827-53c8-4501-8bd7-9edd51aeec36,c92c86dc-b3ca-4c71-93c8-85f65b22cf0a,XL,,100
0a13f895-1dc2-4831-9d91-f6a1767a7285,c92c86dc-b3ca-4c71-93c8-85f65b22cf0a,XXL,,100
2b0044a2-369f-496e-a9fd-a53cd8f47010,8cb7e9a2-d9c0-4957-990f-761addfbb882,S,,100
e4567fe8-a187-4ac4-b6c9-e3020d65cf5a,8cb7e9a2-d9c0-4957-990f-761addfbb882,M,,100
939c5910-b4f2-43e2-91fc-37219c00cb0c,8cb7e9a2-d9c0-4957-990f-761addfbb882,L,,100
d2347a4c-31e7-4053-9bd7-7ffe25dd4126,8cb7e9a2-d9c0-4957-990f-761addfbb882,XL,,100
387aaa27-403b-4b78-9c45-9e6046283d3d,8cb7e9a2-d9c0-4957-990f-761addfbb882,XXL,,100
b86c25d6-27e6-44d6-90cc-186ba6336485,afd258d3-7c73-4826-8e38-155b6104f771,S,,100
730db937-f070-47c9-880b-f9444df6cdc6,afd258d3-7c73-4826-8e38-155b6104f771,M,,100
6634fa75-6539-4db2-a7f2-a5f4a05f1f5d,afd258d3-7c73-4826-8e38-155b6104f771,L,,100
9f000eb9-30db-4a0f-b32c-0ba4795ab347,afd258d3-7c73-4826-8e38-155b6104f771,XL,,100
7ee1bb93-2253-4247-abd3-73cd28cc87be,afd258d3-7c73-4826-8e38-155b6104f771,XXL,,100
06e46cb8-0f0a-424d-b6b0-6cc003754871,1296f1a7-0740-4605-bb0d-f5de4b8ce125,S,,100
12836c68-b4bb-4029-8e6f-6c106a379294,1296f1a7-0740-4605-bb0d-f5de4b8ce125,M,,100
f6d7feae-504d-4855-872d-ef41f87e4a97,1296f1a7-0740-4605-bb0d-f5de4b8ce125,L,,100
8f3ae947-6769-4f3a-b2ef-960e54a1b857,1296f1a7-0740-4605-bb0d-f5de4b8ce125,XL,,100
ec0cc441-e696-4014-906b-ee8b6fc83d37,1296f1a7-0740-4605-bb0d-f5de4b8ce125,XXL,,100
b749661d-ec04-4970-9738-b92fd3e6dc22,7d0fe76f-fbc2-4ca9-8275-1e15e3c62f9f,S,,100
a7c4737f-249f-468e-ae3d-c550d20faf4e,7d0fe76f-fbc2-4ca9-8275-1e15e3c62f9f,M,,100
0688e6af-26b7-45bc-b8b0-a8f2a48be0bc,7d0fe76f-fbc2-4ca9-8275-1e15e3c62f9f,L,,100
b5d5d324-6389-40cd-9bf2-51eb81cb90c7,7d0fe76f-fbc2-4ca9-8275-1e15e3c62f9f,XL,,100
a7a55e8f-5214-4eb0-98d0-0482f638f39e,7d0fe76f-fbc2-4ca9-8275-1e15e3c62f9f,XXL,,100
dc146728-27cb-4fb6-9ed0-c880f6040ed8,d61ae7da-62c9-4594-bcca-e96435802e0c,S,,100
eae9a460-e7a6-4edd-bad0-f143d980b319,d61ae7da-62c9-4594-bcca-e96435802e0c,M,,100
062853ba-fb2a-443e-9497-812636300269,d61ae7da-62c9-4594-bcca-e96435802e0c,L,,100
4e357c0d-5e55-4226-8454-50036a029231,d61ae7da-62c9-4594-bcca-e96435802e0c,XL,,100
5c739ba0-9ab7-4a0f-8bbb-586c54dbb5bc,d61ae7da-62c9-4594-bcca-e96435802e0c,XXL,,100
74cd4875-de34-4da8-8ebe-f0b286820eae,7e3d128e-7a2e-49ae-8b4c-37ca12eb3132,38,,5
7bb90bea-d5da-448e-b913-6b4cc8bac728,7e3d128e-7a2e-49ae-8b4c-37ca12eb3132,40,,5
45b7910e-6c59-4550-831d-dee7d6a536c3,7e3d128e-7a2e-49ae-8b4c-37ca12eb3132,42,,5
dd7ca59c-6aed-492a-81d7-3ffb714b6c69,7e3d128e-7a2e-49ae-8b4c-37ca12eb3132,44,,5
11619f78-40e2-448b-b257-ea8bbe231e7b,7e3d128e-7a2e-49ae-8b4c-37ca12eb3132,46,,5
7957e4fe-c498-4521-9908-9fc7327ef1aa,4b37019f-8a03-4aab-a4b0-52efe76f2be4,38,,5
2bcf0611-4343-4b74-bab9-b2836df84b32,4b37019f-8a03-4aab-a4b0-52efe76f2be4,40,,5
8e40d392-d4a4-4a19-bf9b-8969adf6ca57,4b37019f-8a03-4aab-a4b0-52efe76f2be4,42,,5
bbb95e28-6898-4c5f-942f-522ea132aa9d,4b37019f-8a03-4aab-a4b0-52efe76f2be4,44,,5
0929fceb-11b5-4aa0-8c2f-d31301baa8db,4b37019f-8a03-4aab-a4b0-52efe76f2be4,46,,5
9bb33735-7b2f-4cf7-82d6-a0a83fe428fd,115da175-dfaa-45a0-821c-63714ed70a95,38,,5
9ae68d67-5890-4f18-90dd-6fce24df1839,115da175-dfaa-45a0-821c-63714ed70a95,40,,5
cfa21c27-a6df-40a8-80d2-b50223281225,115da175-dfaa-45a0-821c-63714ed70a95,42,,5
35e75203-119c-4ddb-b514-77385aa7a7f3,115da175-dfaa-45a0-821c-63714ed70a95,44,,5
79bb2d11-c13b-492e-a117-c91a253b4f54,115da175-dfaa-45a0-821c-63714ed70a95,46,,5
73b0a89b-da49-45ec-90f9-83ecab2c2a40,2ede46c3-943a-4883-9368-0996e759589e,38,,5
b00c465b-3e34-44bc-a719-d82bca5b7941,2ede46c3-943a-4883-9368-0996e759589e,40,,5
3a2ee866-b1b7-4f91-83c7-245e8d093d5c,2ede46c3-943a-4883-9368-0996e759589e,42,,5
0c895620-7130-488f-bd9d-e9e6ad4bef22,2ede46c3-943a-4883-9368-0996e759589e,44,,5
79c889e9-f563-41a7-b052-e26c3892161c,2ede46c3-943a-4883-9368-0996e759589e,46,,5
fde5042e-58a5-4c66-b97e-08b4d300b76a,75054fe5-105f-4285-9db3-1d1b1d0a5d63,38,,5
faa4ae91-40af-44be-aa47-e7ab80ef179f,75054fe5-105f-4285-9db3-1d1b1d0a5d63,40,,5
d395ce44-9d52-4311-9a41-5ed671be1525,75054fe5-105f-4285-9db3-1d1b1d0a5d63,42,,5
cafeffc6-e0b4-4e84-b3bb-39c61e6d58d4,75054fe5-105f-4285-9db3-1d1b1d0a5d63,44,,5
2c19dcbe-525d-4dda-aba0-cf0958bea42d,75054fe5-105f-4285-9db3-1d1b1d0a5d63,46,,5
0fb3f36c-fbd6-4d3a-b492-942ce96be839,a7e03f99-bc20-4ce0-bf5b-c0b3d7077d22,38,,5
6b64dc94-07bf-4bd8-860a-62039dce6815,a7e03f99-bc20-4ce0-bf5b-c0b3d7077d22,40,,5
bbf8a0ce-78be-4819-94b4-400f83199715,a7e03f99-bc20-4ce0-bf5b-c0b3d7077d22,42,,5
46839d9f-0b03-4a62-92fe-b424411af6e7,a7e03f99-bc20-4ce0-bf5b-c0b3d7077d22,44,,5
ebd97e03-4025-417b-9fcd-133b1e7a26e0,a7e03f99-bc20-4ce0-bf5b-c0b3d7077d22,46,,5
617135c7-8965-43ca-8f91-c8aeb40b3c56,b261f3e0-4033-491e-9928-82b48ad8a1bb,38,,5
6bf989b4-6b3a-467e-9fb8-be4fb406a6c9,b261f3e0-4033-491e-9928-82b48ad8a1bb,40,,5
24b202cc-2e7f-4380-815d-2fb2e9dbdf4a,b261f3e0-4033-491e-9928-82b48ad8a1bb,42,,5
